market_id,question,yes_prob,volume,liquidity,affects_pharma_supply,source_countries,disruption_level,reasoning,evaluated_at
943487,Will Tim Skelton be the Republican nominee for Senate in Oregon?,5e-4,9784.419133000005,2612.5986,FALSE,,NO DISRUPTION,"The Oregon Republican Senate Primary is an internal U.S. political election with no direct implications for global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:25:54Z
1373645,Ink FDV above $250M one day after launch?,0.855,97834.01854500004,10272.1439,FALSE,,NO DISRUPTION,"Ink's token launch is unrelated to pharmaceutical supply chain operations, manufacturing, sourcing, or logistics.",2026-05-21T14:31:21Z
2306325,WTT - Women's Singles: Favour Ojo vs Cheon-Hui Joo,0.495,9.7826,0.0978,FALSE,,NO DISRUPTION,"The table tennis match between Favour Ojo and Cheon-Hui Joo is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:26:05Z
2269345,"Will the price of Bitcoin be above $78,000 on May 22?",0.245,97809.98252699991,26616.6497,FALSE,,NO DISRUPTION,"Bitcoin price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T15:52:48Z
1897406,Will New Zealand win on 2026-06-26?,0.07,977.860783,9768.3228,FALSE,,NO DISRUPTION,"The event is a sports match (presumably rugby or cricket) unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma nations.",2026-05-21T14:30:53Z
2309399,Will the highest temperature in Chongqing be 30°C on May 22?,0.245,97.77695599999998,357.6632,FALSE,,NO DISRUPTION,"Weather conditions in Chongqing (e.g., temperature fluctuations) are unrelated to pharmaceutical supply chain operations, manufacturing, or export controls.",2026-05-21T14:31:04Z
2305186,"Will ""The Roast of Kevin Hart"" be the top global Netflix show this week?",0.023,97.776074,627.92142,FALSE,,NO DISRUPTION,"The event is unrelated to pharmaceutical supply chains, as it pertains to entertainment (Netflix show rankings) and does not involve geopolitical, trade, or manufacturing disruptions in key pharma source nations.",2026-05-20T15:33:53Z
1280324,Will any OpenAI GPT model score at least 70% on the FrontierMath Exam?,0.1795,9776.561652,919.15394,FALSE,,NO DISRUPTION,"FrontierMath Exam performance by OpenAI GPT models is unrelated to pharmaceutical supply chain operations, manufacturing, sourcing, or logistics.",2026-05-20T15:26:26Z
2316349,"Hyperliquid Up or Down - May 21, 7:45PM-8:00PM ET",0.5,97.764614,1667.1752,FALSE,,NO DISRUPTION,"Hyperliquid price movements on Chainlink's HYPE/USD data stream are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:31:10Z
2142170,Will Coritiba FBC win on 2026-05-30?,0.14,97.734614,1019.4944,FALSE,,NO DISRUPTION,"Coritiba FBC is a Brazilian football club, and the game is unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-21T14:31:16Z
1284339,Will the Democratic Party win the NY-21 House seat?,0.375,9773.119376,2193.4786,FALSE,,NO DISRUPTION,"The NY-21 House seat election is a domestic U.S. political contest with no direct impact on global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:27:15Z
1971078,"Will SpaceX IPO by August 31, 2026?",0.9745,97722.46198000004,14243.56464,FALSE,,NO DISRUPTION,"SpaceX's IPO or corporate actions are unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on API/generics supply chains.",2026-05-21T14:32:47Z
1835894,Will Alexis Tipton as Reze (Chainsaw Man – The Movie: Reze Arc) win Best Anime Voice Artist Performance (English) at the 2026 Crunchyroll Anime Awards?,0.15,9772.185036000004,1344.4989,FALSE,,NO DISRUPTION,"The 2026 Crunchyroll Anime Awards ceremony is an entertainment event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T16:48:52Z
2304178,OpenAI + Anthropic vs Google - higher valuation on December 31?,0.165,9.770111,12894.2062,FALSE,,NO DISRUPTION,"The valuation event between OpenAI + Anthropic and Google is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on API/generics supply chains.",2026-05-21T14:31:27Z
2309491,Will the highest temperature in Los Angeles be between 68-69°F on May 22?,0.365,976.9405520000004,968.0039,FALSE,,NO DISRUPTION,"Weather conditions in Los Angeles (e.g., temperature fluctuations) do not directly impact pharmaceutical supply chains, manufacturing, sourcing, or logistics of APIs, raw materials, or finished drugs.",2026-05-21T15:14:01Z
1698875,Will Elon Musk post 500-519 tweets in May 2026?,5e-4,97665.48574600002,32868.59736,FALSE,,NO DISRUPTION,"Elon Musk's tweet activity is unrelated to pharmaceutical supply chain operations, manufacturing, sourcing, or logistics.",2026-05-21T14:31:40Z
1720654,Will SpaceX's market cap be between $1.5T and $2.0T at market close on IPO day?,0.215,97661.1157309998,7695.1701,FALSE,,NO DISRUPTION,"SpaceX's IPO (if it occurs) is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on API/generics supply chains or export controls.",2026-05-21T14:34:33Z
2071561,Will DR Congo reach the 2026 FIFA World Cup final?,0.0095,97.66,246.0324,FALSE,,NO DISRUPTION,"The 2026 FIFA World Cup final involving DR Congo is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-20T15:26:51Z
2319762,Will the highest temperature in Seattle be between 66-67°F on May 23?,0.165,97.6534,1128.1371,FALSE,,NO DISRUPTION,"Weather conditions in Seattle (e.g., temperature fluctuations) do not impact pharmaceutical supply chains, manufacturing, or global sourcing/export logistics.",2026-05-21T15:16:17Z
1862940,Will Galatasaray SK win on 2026-05-01?,0.495,97.650212,0.4086,FALSE,,NO DISRUPTION,"The Galatasaray SK football match is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-20T15:27:03Z
1087785,Will Beatriz Haddad Maia win the 2026 Women’s French Open?,0.0015,9763.689573000009,8973.1549,FALSE,,NO DISRUPTION,"The 2026 Women’s French Open tennis tournament is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on global API/generics supply chains.",2026-05-20T15:33:07Z
1395181,Will Eury Perez win the 2026 NL Cy Young Award?,5e-4,976.341,1021.32722,FALSE,,NO DISRUPTION,"The 2026 NL Cy Young Award is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:27:20Z
1132823,Will Argentina’s annual inflation in 2026 be between 30% and 34.9%?,0.252,975.999121,1404.08736,TRUE,Argentina; China; India; USA; Germany; Brazil; South Korea,SMALL DISRUPTION,"High inflation in Argentina would weaken local currency (ARS), increasing import costs for pharma inputs (e.g., APIs, excipients) from key suppliers, while also reducing purchasing power for multinational pharma firms operating there, but without triggering major trade barriers or capacity losses in primary manufacturing hubs.",2026-05-20T15:27:33Z
692582,Will Ubisoft announce bankruptcy by June 30?,0.0605,9758.591408000011,3354.78622,FALSE,,NO DISRUPTION,"Ubisoft is a video game publisher (entertainment industry), with no direct or indirect involvement in pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:33:31Z
2302647,"Will ""Black Phone 2"" be the top US Netflix movie this week?",0.005,975.6141780000002,3284.38542,FALSE,,NO DISRUPTION,"The release of a Netflix movie (*Black Phone 2*) is an entertainment event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-21T14:31:46Z
1972628,Will the Bank of Korea decrease the base rate after the July Meeting?,0.045,9754.589994999998,2627.086,FALSE,,NO DISRUPTION,"Bank of Korea's monetary policy adjustments (e.g., base rate changes) are macroeconomic measures unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma nations.",2026-05-20T15:27:44Z
701861,"Will Pump.fun reach $0.0058 by December 31, 2026?",0.165,975.38545,2112.3453,FALSE,,NO DISRUPTION,"Pump.fun is a cryptocurrency project with no direct or indirect ties to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-20T15:27:50Z
969726,Will Tracie Burke be the Democratic nominee for Senate in Louisiana?,0.001,9753.619824000005,2520.32578,FALSE,,NO DISRUPTION,"The Louisiana Democratic Senate Primary is an internal U.S. political election with no direct impact on global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:28:16Z
949816,Will Joe Flacco start Week 1 for the Chiefs in 2026?,0.399,97.51788,56.30088,FALSE,,NO DISRUPTION,"The NFL Week 1 quarterback decision for the Kansas City Chiefs is an unrelated sports event with no implications for pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T15:28:01Z
2078044,Spread: Racing Club (-2.5),0.38,97.510653,5962.0698,FALSE,,NO DISRUPTION,"The Copa Sudamericana football match between Racing Club and Caracas FC is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-21T14:31:52Z
2312342,EWY (EWY) Up or Down on May 21?,0.855,975.080879,5146.2276,FALSE,,NO DISRUPTION,"The South Korea ETF (EWY) price movement on May 21, 2026, is unrelated to pharmaceutical supply chain disruptions, as South Korea is not a major API/generics manufacturing or export hub for the pharma industry.",2026-05-21T14:32:00Z
2298952,Will Databricks' valuation hit (HIGH) $200B by June 30?,0.075,97.47,1367.0415,FALSE,,NO DISRUPTION,"Databricks' valuation surge is a technology/private equity market event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-21T14:32:06Z
2299374,Will the highest temperature in Seattle be between 64-65°F on May 21?,0.0015,974.55659,1285.68713,FALSE,,NO DISRUPTION,"Weather conditions in Seattle (e.g., temperature fluctuations) do not impact pharmaceutical supply chains, manufacturing, or global sourcing/export logistics.",2026-05-21T15:52:53Z
1833904,"Will ""Gachiakuta"" win Best New Series at the 2026 Crunchyroll Anime Awards?",0.66,974.473187,1188.4936,FALSE,,NO DISRUPTION,"The 2026 Crunchyroll Anime Awards ceremony is an entertainment event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:34:20Z
1283752,Will the Republican Party win the MD-06 House seat?,0.115,9743.608350000002,5280.5083,FALSE,,NO DISRUPTION,"The 2026 U.S. House election in Maryland's 6th district (MD-06) is an internal political contest with no direct implications for global pharmaceutical manufacturing, raw material sourcing, or export controls.",2026-05-20T15:28:44Z
2299984,Will OpenAI's valuation hit (HIGH) $3.0T by December 31?,0.085,9743.183987,147225.5625,FALSE,,NO DISRUPTION,"OpenAI's valuation surge is an economic/tech sector event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-21T14:32:30Z
1298648,OpenAI IPO closing market cap above $800B?,0.885,97422.27645500025,3967.7916,FALSE,,NO DISRUPTION,"OpenAI's IPO is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on API/generics supply chains or export controls.",2026-05-20T15:37:28Z
2294033,Will Plovdiv host Eurovision 2027?,0.005,974.1961319999998,5706.68301,FALSE,,NO DISRUPTION,"Eurovision 2027 in Plovdiv (Bulgaria) is an entertainment event with no direct link to pharmaceutical manufacturing, sourcing, or logistics disruptions.",2026-05-21T15:11:00Z
2319881,Will the highest temperature in Tokyo be 14°C or below on May 23?,0.007,97.395927,3320.07381,FALSE,,NO DISRUPTION,"Tokyo's weather conditions (e.g., temperature fluctuations) are unrelated to pharmaceutical supply chain operations, manufacturing, or trade in API/raw materials.",2026-05-21T15:52:58Z
2319703,Will the highest temperature in London be 31°C on May 23?,0.1,973.894055,2158.8794,FALSE,,NO DISRUPTION,"Extreme heat in London (31°C) on May 23, 2026, is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in key API/generics-producing nations.",2026-05-21T15:53:04Z
2167615,Will LaBaron Philon be the 3rd overall pick in the 2026 NBA Draft?,0.0305,97.38,779.69768,FALSE,,NO DISRUPTION,"The 2026 NBA Draft selection of LaBaron Phon is an unrelated sports event with no direct or indirect impact on pharmaceutical supply chains, manufacturing, or trade.",2026-05-20T15:29:06Z
1698942,Will Elon Musk post 1400-1439 tweets in May 2026?,0.0015,97364.83695700002,14444.2505,FALSE,,NO DISRUPTION,"Elon Musk's tweets on X (formerly Twitter) are unrelated to pharmaceutical supply chain operations, manufacturing, sourcing, or logistics.",2026-05-21T14:32:41Z
2271963,"Will Coinbase Global, Inc. (COIN) hit (HIGH) $200 Week of May 18 2026?",0.275,973.098125,657.2599,FALSE,,NO DISRUPTION,"Coinbase Global's stock price movement is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:32:36Z
676788,Anysphere (Cursor) IPO before 2027?,0.048,97269.0076900001,4224.14195,FALSE,,NO DISRUPTION,"Anysphere (Cursor) is a data infrastructure company specializing in AI-driven analytics and cloud solutions, with no direct involvement in pharmaceutical manufacturing, API production, or raw material sourcing.",2026-05-20T15:31:01Z
921661,"Tshisekedi out as President of the DRC by December 31, 2026?",0.085,9726.214008000035,5659.2836,TRUE,China; India; Germany; Switzerland; Ireland; Italy; France; Belgium; Netherlands,SMALL DISRUPTION,"DRC’s political transition could trigger localized instability affecting key African raw material hubs (e.g., cobalt/lithium for APIs) and minor trade disruptions in European/Asian pharma supply chains via regulatory delays or port congestion.",2026-05-20T15:29:53Z
1439549,Fed rate cut by September 2026 meeting?,0.1395,97235.49027399984,17089.24819,FALSE,,NO DISRUPTION,"A Federal Reserve rate cut is a monetary policy decision unrelated to pharmaceutical manufacturing, raw material sourcing, or export controls.",2026-05-20T15:30:21Z
2309444,Will the highest temperature in Shenzhen be 23°C on May 22?,5e-4,972.171,17429.10118,FALSE,,NO DISRUPTION,"Weather conditions in Shenzhen (e.g., temperature fluctuations) do not directly impact pharmaceutical supply chains, manufacturing, or logistics.",2026-05-21T14:32:52Z
2099337,50m views on a MrBeast video in the first day by May 31?,0.0215,9719.72989,3825.43164,FALSE,,NO DISRUPTION,"MrBeast's YouTube video views are unrelated to pharmaceutical supply chains, manufacturing, sourcing, or logistics.",2026-05-21T15:53:09Z
1284258,Will the Republican Party win the NY-08 House seat?,0.075,9719.230514,7051.6071,FALSE,,NO DISRUPTION,"The NY-08 House seat election is a domestic U.S. political contest with no direct implications for global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:30:04Z
2074133,"Will Airbnb, Inc. (ABNB) hit (HIGH) $148 in May?",0.0395,9713.582143,3497.52124,FALSE,,NO DISRUPTION,"Airbnb's stock price movement is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:32:57Z
1999689,Will Apple be the second-largest company in the world by market cap on May 31?,0.0705,97135.75724999997,16068.7531,FALSE,,NO DISRUPTION,"Apple’s market capitalization shift is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-21T14:33:50Z
1283648,Will the Republican Party win the MA-02 House seat?,0.065,9712.6634,10929.4563,FALSE,,NO DISRUPTION,"The MA-02 House seat election in Massachusetts is a domestic U.S. political contest with no direct implications for global pharmaceutical manufacturing, raw material sourcing, or export controls.",2026-05-20T15:30:26Z
1897444,Will Algeria vs. Austria end in a draw?,0.275,9.711537,6189.0696,FALSE,,NO DISRUPTION,"The Algeria vs. Austria football match is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-20T15:30:38Z
628951,Will Michael Younger win the California Governor Election in 2026?,0.0015,971084.5449960044,184370.88697,FALSE,,NO DISRUPTION,"California gubernatorial elections are domestic political events with no direct impact on global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:36:50Z
582134,Will Liverpool finish in the top 4 of the EPL 2025–26 standings?,0.525,97101.52901300004,12870.5047,FALSE,,NO DISRUPTION,"The 2025–26 English Premier League season is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or global trade flows.",2026-05-20T15:30:55Z
2271806,Will NVIDIA (NVDA) hit (LOW) $216 Week of May 18 2026?,0.525,9706.264032,6330.8625,FALSE,,NO DISRUPTION,"NVIDIA's stock price volatility is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:53:14Z
2244947,Arc FDV above $500M one day after launch?,0.93,97.042558,2729.8852,FALSE,,NO DISRUPTION,"Arc's governance token launch is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in APIs/generics.",2026-05-20T15:31:06Z
1367025,Will Hudson Williams be named People's Sexiest Man Alive in 2026?,0.11,97.032704,406.2961,FALSE,,NO DISRUPTION,"Hudson Williams' recognition as *People* magazine's Sexiest Man Alive is an entertainment/media event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T15:31:12Z
2099260,"Will Trump say ""Nuke"" in May?",0.41,970.248066,55.571,FALSE,,NO DISRUPTION,"The term 'nuke' in a political context (e.g., 'nuclear' or 'nukes') would not directly trigger pharmaceutical supply chain disruptions unless tied to a geopolitical conflict or sanctions affecting key pharma-manufacturing nations, which is not implied by a single rhetorical use.",2026-05-21T14:33:04Z
2072469,Spread: Al Ittihad Saudi Club (-1.5),0.165,969.8516479999998,16342.5914,FALSE,,NO DISRUPTION,"The Saudi Professional League football match is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no pharma trade implications.",2026-05-21T15:53:19Z
1980863,Bab el-Mandeb Strait effectively closed by May 31?,0.0335,969757.093906001,31983.41708,TRUE,China; India; Germany; Switzerland; Ireland; Italy; France; Belgium; Singapore; Netherlands; Israel; South Korea; Japan; UK; Canada; Australia,LARGE DISRUPTION,"The Bab el-Mandeb Strait closure would sever critical maritime trade routes for API/raw material shipments from key manufacturing/exporter nations, disrupting >5% of global generics/API capacity via sea-based logistics.",2026-05-21T14:33:18Z
700395,Will Lovable be acquired before 2027?,0.135,969500.6627129996,3114.3099,FALSE,,NO DISRUPTION,"Lovable operates primarily in the entertainment/tech sector (e.g., gaming, digital platforms), with no direct involvement in API manufacturing, raw material sourcing, or pharmaceutical logistics.",2026-05-20T15:31:36Z
1818374,Will Everton qualify for the League Phase of the 2026-27 UEFA Conference League?,0.0165,96.95,78.00298,FALSE,,NO DISRUPTION,"Everton FC's qualification for the 2026-27 UEFA Conference League is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or global supply chain dynamics.",2026-05-20T15:31:43Z
704343,Will Joseph Chaplik be the Republican nominee for AZ-01?,0.251,9694.976501,5316.07781,FALSE,,NO DISRUPTION,"The U.S. congressional election in AZ-01 is unrelated to pharmaceutical manufacturing, raw material sourcing, or global API/generics trade.",2026-05-21T14:33:24Z
2271916,Will Opendoor Technologies Inc. (OPEN) hit (HIGH) $6.00 Week of May 18 2026?,0.0125,969.374783,1208.06447,FALSE,,NO DISRUPTION,"Opendoor Technologies Inc. (OPEN) operates in the real estate tech sector, with no direct or indirect involvement in pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:37:48Z
2298930,Will SpaceX's valuation hit (LOW) $1.35T by June 30?,0.49,9691.777711,1170.8154,FALSE,,NO DISRUPTION,"SpaceX's valuation as a private company is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:11:16Z
2289389,"Will Bitcoin reach $90,000 May 18-24?",0.0025,96907.674359,24489.52086,FALSE,,NO DISRUPTION,"Bitcoin price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, or trade in APIs/generics.",2026-05-21T15:11:21Z
2303011,"Ethereum Up or Down - May 21, 11AM ET",0.995,9689.997204,2534.6069,FALSE,,NO DISRUPTION,"Cryptocurrency price movements (e.g., Ethereum) are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:23:59Z
1341922,Spread: AD Ceuta FC (-1.5),0.5,968.849368,0.14326,FALSE,,NO DISRUPTION,"Football match outcomes in Spain (AD Ceuta FC vs. Córdoba CF) are unrelated to pharmaceutical supply chains, manufacturing, or trade.",2026-05-21T14:33:45Z
1402896,Les Wexner charged by June 30?,0.0715,9688.074847000002,3930.82555,FALSE,,NO DISRUPTION,"Leslie Wexner's legal proceedings (e.g., LBRY/OnlyFans controversies) lack direct ties to pharmaceutical manufacturing, sourcing, or export controls in key API/generics hubs.",2026-05-20T15:32:16Z
2074056,"Will Tesla, Inc. (TSLA) hit (LOW) $300 in May?",0.0205,9685.426618,10753.93253,FALSE,,NO DISRUPTION,"Tesla's stock price volatility is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:32:51Z
2235983,Will Crude Oil (CL) hit (HIGH) $105 by end of June?,0.71,9681.966613,5057.2582,TRUE,China; India; Germany; Singapore; Netherlands; Belgium; Italy; France,SMALL DISRUPTION,"Rising crude oil prices increase energy/transportation costs for API manufacturing, raw material sourcing, and logistics—particularly in energy-dependent nations like China and India—while also raising feedstock costs (e.g., petrochemical-derived intermediates) for generics producers in Europe.",2026-05-21T15:53:27Z
2285081,Will the price of Solana be between $40 and $50 on May 24?,0.0045,968.05,4638.062,FALSE,,NO DISRUPTION,"Solana (SOL) is a cryptocurrency unrelated to pharmaceutical supply chains, manufacturing, raw material sourcing, or logistics.",2026-05-21T14:33:55Z
1975417,Will xAI have the third best AI model at the end of May 2026?,0.0025,9679.607116,8004.35969,FALSE,,NO DISRUPTION,"xAI's AI model rankings are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics of APIs, raw materials, or finished drugs.",2026-05-21T15:11:33Z
1395165,Will Hunter Greene win the 2026 NL Cy Young Award?,0.0015,967.872833,1286.74746,FALSE,,NO DISRUPTION,"The 2026 NL Cy Young Award is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:35:44Z
2318267,"Will Ethereum dip to $2,050 on May 21?",0.0355,9677.481878999995,10581.39793,FALSE,,NO DISRUPTION,"Ethereum price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:53:32Z
2001020,Will Partido Popular (PP) win 59-61 seats in the 2026 Andalusia Regional Election?,0.004,9673.832509000002,5221.60167,FALSE,,NO DISRUPTION,"Regional elections in Andalusia (Spain) are unrelated to pharmaceutical manufacturing, raw material sourcing, or global API/generics trade flows.",2026-05-21T15:11:39Z
2293602,Will the price of Solana be above $110 on May 25?,0.0155,96.72888,3578.71493,FALSE,,NO DISRUPTION,"Solana (SOL) price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:11:44Z
1797433,Will Brighton & Hove Albion qualify for the League Phase of the 2026-27 UEFA Champions League?,0.1745,9672.568750000002,530.57698,FALSE,,NO DISRUPTION,"The 2026-27 UEFA Champions League qualification for Brighton & Hove Albion is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-21T14:34:13Z
1328018,"Will Anthropic’s market cap be between $400B and $600B at market close on IPO day by December 31, 2027?",0.011,9668.770792000005,20052.57348,FALSE,,NO DISRUPTION,"Anthropic’s IPO and valuation are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:34:19Z
960224,Will Jack Ellison be the Republican Nominee for SC-01?,0.012,966.651516,3198.77664,FALSE,,NO DISRUPTION,"The 2026 U.S. House of Representatives primary for SC-01 is an internal political contest unrelated to pharmaceutical manufacturing, raw material sourcing, or global trade in APIs/generics.",2026-05-20T15:33:19Z
1090010,"Will Rafael Fiziev be the UFC Lightweight Champion on December 31, 2026?",0.002,966.643,635.02714,FALSE,,NO DISRUPTION,"The UFC Lightweight Championship title change is a sports entertainment event unrelated to pharmaceutical manufacturing, raw material sourcing, or global trade logistics.",2026-05-20T15:33:25Z
2110295,U.S. issues passport with Trump's face on it by July 31?,0.655,9666.337806000014,20963.9575,FALSE,,NO DISRUPTION,"The issuance of U.S. passports featuring Donald Trump’s face is an internal political/entertainment event with no direct or indirect implications for pharmaceutical manufacturing, raw material sourcing, or global trade logistics.",2026-05-21T15:11:56Z
2261160,"Will the price of Ethereum be above $2,200 on May 21?",5e-4,96631.368039,7359.60379,FALSE,,NO DISRUPTION,"Cryptocurrency price fluctuations (e.g., Ethereum) are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T15:53:38Z
2302639,"BNB Up or Down - May 21, 10AM ET",5e-4,96.59249,105055.93204,FALSE,,NO DISRUPTION,"BNB/USDT cryptocurrency price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T15:11:50Z
2241205,Will PlayTime win DreamLeague Season 29?,0.043,965.9082,517.59244,FALSE,,NO DISRUPTION,"DreamLeague Season 29 is a Dota 2 esports tournament with no direct or indirect ties to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-21T15:53:44Z
1068690,"Will Phantom launch a token by June 30, 2026?",0.019,9658.542599,1940.06056,FALSE,,NO DISRUPTION,"Phantom is a blockchain-based decentralized identity protocol with no direct ties to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-20T15:33:36Z
1126694,Will Cristiano Ronaldo announce his retirement in 2026?,0.13,9658.370957,87.8819,FALSE,,NO DISRUPTION,"Cristiano Ronaldo's retirement from club soccer is unrelated to pharmaceutical supply chain operations, manufacturing, or trade dynamics.",2026-05-20T15:35:33Z
1067181,"Will Citigroup fail by June 30, 2026?",0.0085,9657.885857,2398.91419,FALSE,,NO DISRUPTION,"Citigroup’s failure would primarily impact financial markets, lending, and capital flows—not pharma manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-20T15:33:42Z
2299844,Will the highest temperature in Qingdao be 27°C on May 21?,5e-4,965.389341,5252.09874,FALSE,,NO DISRUPTION,"Weather conditions in Qingdao (e.g., temperature fluctuations) do not directly impact pharmaceutical supply chains, manufacturing, or logistics of APIs, raw materials, or finished drugs.",2026-05-21T14:34:46Z
2313836,Set Handicap: Svrcina (-1.5) vs Faurel (+1.5),5e-4,96.534135,60230.46235,FALSE,,NO DISRUPTION,"The tennis match between Dalibor Svrcina and Thomas Faurel at Roland Garros is an entertainment event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-21T14:34:53Z
1283448,Will the Republican Party win the IN-02 House seat?,0.925,965.199555,6182.5163,FALSE,,NO DISRUPTION,"The 2026 IN-02 House seat election in the U.S. is unrelated to pharmaceutical manufacturing, raw material sourcing, or global API/generics trade flows.",2026-05-20T15:33:59Z
839394,Will Canada win Group B in the 2026 FIFA World Cup?,0.265,9650.858011,10998.668,FALSE,,NO DISRUPTION,"The 2026 FIFA World Cup in the U.S., Canada, and Mexico is a sports event with no direct or indirect impact on pharmaceutical manufacturing, raw material sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-21T14:35:06Z
1486004,Decibel FDV above $200M one day after launch?,0.365,96.5,20.2822,FALSE,,NO DISRUPTION,"Decibel's governance token launch is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in APIs/generics.",2026-05-20T15:34:04Z
1363329,Will Trump wear a Yarmulke in 2026?,0.41,9649.861385000007,8002.5769,FALSE,,NO DISRUPTION,"Donald Trump's religious attire is a personal/entertainment matter unrelated to pharmaceutical manufacturing, sourcing, or global trade dynamics.",2026-05-21T14:35:20Z
2314677,"XRP Up or Down - May 22, 3PM ET",0.51,96.490565,985.461,FALSE,,NO DISRUPTION,"XRP/USDT cryptocurrency price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, or trade in APIs/generics.",2026-05-21T14:35:28Z
2313682,"XRP Up or Down - May 21, 12:25PM-12:30PM ET",0.505,9.647057,3548.8348,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:35:35Z
664895,"Will MetaMask launch a token by September 30, 2026?",0.125,964497.5134930018,3585.5327,FALSE,,NO DISRUPTION,"MetaMask's potential token launch is unrelated to pharmaceutical supply chains, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:34:25Z
